tool|type|value|source
Gamera|keyword|structuring|TERESAH
Gamera|keyword|Text recognition|TERESAH
Gamera|creator|The Gamera project|TERESAH
Gamera|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
GapVis|keyword|Beta|TERESAH
GapVis|description|GapVis is an interface for exploring and reading texts that reference ancient places. It includes maps and data visualizations that show what locations are referred to a different points in the narrative and allows you to dig into the details to learn more.|BambooDirt
GapVis|creator|Google|TERESAH
GapVis|url|http://nrabinowitz.github.io/gapvis/|TERESAH
GapVis|operating-system|Web|TERESAH
GapVis|application-category|Visualization|TERESAH
GeoCommons|keyword|Active development|TERESAH
GeoCommons|description|An open repository of data and maps. A mixture of free and paid-for services (the premium part is called GeoIQ). Data can be uploaded from csv files or from URLs. KML and other formats are supported. Geodata can include UK postcodes, but may work best with US data. Different data sets can be layered and ordered on a variety of base maps. 20 MB of private data and 10 private maps are allowed to free registrations.|HistoryOnline
GeoCommons|keyword|Beginner|TERESAH
GeoCommons|application-category|Archiving|TERESAH
GeoCommons|url|http://geocommons.com/|TERESAH
GeoCommons|is-used-for|Mapping|TERESAH
GeoCommons|keyword|Multifunctional|TERESAH
GeoCommons|keyword|Offline|TERESAH
GeoCommons|description|Recently i found your site are generally already reading along. I think Keep away from companies leave my first comment. I don't figure out to tell you except that I've enjoyed reading. Nice blog. Steer clear of keep visiting this web site really often Airport ParkingTier 4 Approved|BambooDirt
GeoCommons|operating-system|Web|TERESAH
GeoCommons|application-category|Visualization|TERESAH
GeoParser|keyword|analysis|TERESAH
GeoParser|keyword|Cataloguing and indexing|TERESAH
GeoParser|operating-system|Cross-platform|TERESAH
GeoParser|keyword|Geoparser|TERESAH
GeoParser|description|GeoParser is a text analysis tool that may be used to identify and tag references to geographic location in a text resource using Natural Language Processing to analyse the composition of a resource and identifying words that match its geographic database. The approach is useful for processing names that may have one of several locations (e.g. Belfast in Ireland, New Zealand and Canada) and distinguishing names that may be confused with other common words (e.g. Reading in Berkshire and reading as an activity). GeoParser may be used with GeoCrossWalk to tag a place name with full geographical coordinates (e.g. an OS National Grid Reference).|BambooDirt
GeoParser|description|GeoParser is a text analysis tool that may be used to identify, tag and (where appropriate) disambiguate references to geographic location in a text resource. The tool uses Natural Language Processing to analyse the composition of a resource and identifying words that match its geographic database. The approach is useful for processing ambiguous references, such as names that may have one of several locations (e.g. Belfast in Ireland, New Zealand and Canada) and distinguishing names that may be confused with other action (e.g. Reading in Berkshire and reading as an activity). GeoParser may be used with GeoCrossWalk to tag a place name with full geographical coordinates (e.g. an OS National Grid Reference).|ArtsHumanities
GeoParser|keyword|Geo-referencing and projection|TERESAH
GeoParser|standard|HTML|TERESAH
GeoParser|url|http://edina.ac.uk/projects/geoxwalk/geoparser.html|TERESAH
GeoParser|keyword|metadata records|TERESAH
GeoParser|keyword|Parsing|TERESAH
GeoParser|keyword|plain text|TERESAH
GeoParser|application-category|Publishing|TERESAH
GeoParser|keyword|Text encoding - referential|TERESAH
GeoParser|application-category|4_Analysis|TERESAH
GeoParser|keyword|Text recognition|TERESAH
GeoParser|keyword|Texture design and mapping|TERESAH
GeoParser|license|University of Edinburgh fee-free use (no modifications)|TERESAH
GeoParser|creator|University of Edinburgh School of Informatics - Language Technology Group|TERESAH
GeoParser|operating-system|Web|TERESAH
GeoParser|standard|XML|TERESAH
Gliffy|description|Gliffy is a tool that makes it easy to create, share, and collaborate on a wide range of diagrams.|BambooDirt
Gliffy|url|http://www.gliffy.com/|TERESAH
Gliffy|operating-system|Web|TERESAH
Gliffy|application-category|Visualization|TERESAH
Gliffy|keyword|workflows|TERESAH
Global Translator|description|Global Translator automatically translates WordPress sites into a variety of user-chosen languages, using one of four translation engines (Google Translation Engine, Babel Fish, Promt, FreeTranslations).|BambooDirt
Global Translator|url|http://wordpress.org/plugins/global-translator/|TERESAH
Global Translator|application-category|Publishing|TERESAH
Global Translator|operating-system|Web|TERESAH
Global Translator|keyword|WordPress|TERESAH
GoodReader|creator|Good.iWare|TERESAH
GoodReader|description|GoodReader is a PDF reader for iPad, iPhone and iPod Touch. GoodReader allows you to read anything -- books, movies, maps and images -- on your mobile device.|BambooDirt
GoodReader|url|http://www.goodiware.com/goodreader.html|TERESAH
GoodReader|operating-system|iOS|TERESAH
GoodReader|operating-system|iOS 3.14+|TERESAH
GoodReader|operating-system|iPhone|TERESAH
GoodReader|keyword|Paid|TERESAH
GoodReader|keyword|PDF reader|TERESAH
Google 3D Warehouse|keyword|3D modeling|TERESAH
Google 3D Warehouse|description|A collection of free-to-download 3D models that have been designed using Google SketchUp.|BambooDirt
Google 3D Warehouse|creator|Google|TERESAH
Google 3D Warehouse|keyword|Google SketchUp|TERESAH
Google 3D Warehouse|url|https://3dwarehouse.sketchup.com/|TERESAH
Google 3D Warehouse|application-category|Gathering|TERESAH
Google Account|keyword|Active|TERESAH
Google Alerts|creator|Google|TERESAH
Google Alerts|description|Google Alerts are email updates of the latest relevant Google results (web, news, etc.) based on your queries.|BambooDirt
Google Alerts|keyword|monitoring news|TERESAH
Google Alerts|application-category|Discovering|TERESAH
Google Alerts|operating-system|Web|TERESAH
Google chart tools|keyword|Active development|TERESAH
Google chart tools|keyword|Beginner|TERESAH
Google chart tools|keyword|Online|TERESAH
Google chart tools|keyword|Single purpose|TERESAH
Google chart tools|description|Using the Google chart API (Application Programming Interface) a large number of charts can be made, from simple bar charts to map charts with pin markers, zoomed in to specified latitudes and longitudes. The charts can be made from data entered directly into HTML code or by pointing the API at an appropriate data source, such as a Google docs worksheet. Because this is an API the charts will not work offline. Basic charts can be made by simply manipulating the values given in Google’s templates or using the Chart Wizard, while more and more complex charts can be created by delving more deeply into the code.|HistoryOnline
Google chart tools|application-category|Visualization|TERESAH
Google Chrome|keyword|Active|TERESAH
Google Correlate|application-category|4_Analysis|TERESAH
Google Correlate|description|Find searches that correlate with real-world data: Google Correlate finds search patterns which correspond with real-world trends.|BambooDirt
Google Correlate|creator|Google|TERESAH
Google Correlate|url|http://www.google.com/trends/correlate/|TERESAH
Google Correlate|operating-system|Web|TERESAH
Google Currents|keyword|Active|TERESAH
Google Currents|keyword|google|TERESAH
Google Currents|creator|Google|TERESAH
Google Currents|url|http://www.google.com/producer/currents|TERESAH
Google Currents|operating-system|iOS|TERESAH
Google Currents|description|News and RSS reader designed for iOS and Android mobile devices.|BambooDirt
Google Currents|application-category|Discovering|TERESAH
Google Notebook|application-category|Annotating|TERESAH
Google Notebook|creator|Google|TERESAH
Google Notebook|description|"Google Notebook helps you collect notes and information from the web for research or planning. You can use Google's bookmarklet to add text and images to any page of your notebooks, access your notebooks from any computer or your mobile phone, and also share your notebooks with others.

Google announced they are no longer actively developing Google Notebook, but are continuing to maintain the service."|BambooDirt
Google Notebook|url|http://www.google.com/googlenotebook/faq.html|TERESAH
Google Notebook|keyword|organization|TERESAH
Google Notebook|operating-system|Web|TERESAH
Google SketchUp|keyword|3D modeling|TERESAH
Google SketchUp|creator|Google|TERESAH
Google SketchUp|description|Google SketchUp is easy-to-use free 3D modeling software.|BambooDirt
Google SketchUp|url|http://www.sketchup.com|TERESAH
Google SketchUp|research-object|Images|TERESAH
Google SketchUp|keyword|Paid|TERESAH
Google SketchUp|operating-system|Web|TERESAH
Google Topic Modelling Tool|keyword|Beginner|TERESAH
Google Topic Modelling Tool|keyword|No active development|TERESAH
Google Topic Modelling Tool|keyword|Offline|TERESAH
Google Topic Modelling Tool|keyword|Single purpose|TERESAH
Google Topic Modelling Tool|application-category|4_Analysis|TERESAH
Google Topic Modelling Tool|description|This tool offers a very simply interface for performing topic modelling. Once downloaded, the tool can take any document as an input and produce a list of topics in various formats. Although the options are somewhat limited this is an easy way for a first pass to be made on topic modelling data. For people who wish to experiment with the topic, some sample documents are bundled in with the download. The tool will run on any system that has Java VM installed.|HistoryOnline
Google Wonder Wheel|creator|Google|TERESAH
Google Wonder Wheel|description|Google allows you to see relevant search results to your query in a unique semantically relevant and graphically designed way.|BambooDirt
Google Wonder Wheel|url|http://www.googlewonderwheel.com/|TERESAH
Google Wonder Wheel|operating-system|Web|TERESAH
Google Wonder Wheel|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
Google Wonder Wheel|keyword|visualization|TERESAH
Google+|keyword|Active|TERESAH
Google+|keyword|google|TERESAH
Google+|creator|Google|TERESAH
Google+|url|https://plus.google.com/|TERESAH
Google+|application-category|Collaboration|TERESAH
Google+|application-category|Communicating|TERESAH
Google+|description|Social networking platform, not unlike Facebook, that utilizes with other Google services and allows users to connect with and see what friends are doing. Users can create posts and share links or multimedia items with select groups (called Circles). The Hangouts feature allows group video chat.|BambooDirt
Google+|operating-system|Web|TERESAH
Grokker|description|Grokker is a visualization, web-based search tool.|BambooDirt
Grokker|url|http://www.grokker.org/|TERESAH
Grokker|operating-system|Web|TERESAH
Grokker|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
Grokker|keyword|visualization|TERESAH
Hackety Hack|description|Hackety Hack will teach you the absolute basics of programming from the ground up. No previous programming experience is needed! With Hackety Hack, you'll learn the Ruby programming language. Ruby is used for all kinds of programs, including desktop applications and websites.|BambooDirt
Hackety Hack|url|http://hackety.com/|TERESAH
Hackety Hack|operating-system|Linux|TERESAH
Hackety Hack|keyword|Ruby|TERESAH
Hackety Hack|application-category|Web development|TERESAH
HearPlanet|creator|HearPlanet Inc.|TERESAH
HearPlanet|description|HearPlanet is a real-time audio tour guide. This application plays audio tracks of Wikipedia articles based on points of interest surrounding your current location. Compatible with iPhone and iPod Touch.|BambooDirt
HearPlanet|url|https://itunes.apple.com/app/hearplanet-lite-audio-guide/id300364135?mt=8|TERESAH
HearPlanet|operating-system|iOS|TERESAH
HearPlanet|operating-system|iOS 3.2|TERESAH
HearPlanet|operating-system|iPod Touch|TERESAH
HearPlanet|application-category|Discovering|TERESAH
Heritrix|license|Apache License|TERESAH
Heritrix|application-category|1_Capture|TERESAH
Heritrix|keyword|downloading|TERESAH
Heritrix|description|Heritrix is web crawler used by the Internet Archive, which provides a web-based user interface after initial configuration on a Linux machine. Also used by the Library of Congress, Heritrix captures metadata in the Web ARChive (WARC) format.|BambooDirt
Heritrix|url|http://crawler.archive.org/|TERESAH
Heritrix|creator|Internet Archive|TERESAH
Heritrix|operating-system|Linux|TERESAH
Heurist Reference Database|description|"""Heurist captures and manages web bookmarks, bibliographic references, personal notes and a host of other specialised data types (expandable) in a simple, searchable web interface, available anywhere.
Researchers can easily and quickly find, capture and share relevant information, organise information resources and publish teaching/research project web site content automatically using Heurist."""|BambooDirt
